RTA,Year,Somme,Nombre de donateurs
G9B,2026,660.0,9
G9C,2019,225.0,3
G9C,2020,420.0,4
G9C,2021,350.0,5
G9C,2022,435.0,7
G9C,2023,270.0,5
G9C,2024,235.0,6
G9C,2025,275.0,6
G9C,2026,260.0,3
G9H,2019,915.0,17
G9H,2020,1780.0,24
G9H,2021,1430.0,19
G9H,2022,3410.0,30
G9H,2023,2360.0,25
G9H,2024,1445.0,19
G9H,2025,1620.0,22
G9H,2026,1350.0,12
G9N,2019,1760.0,27
G9N,2020,2414.0,31
G9N,2021,1980.5,28
G9N,2022,4650.5,40
G9N,2023,2410.0,33
G9N,2024,3585.0,52
G9N,2025,3170.0,43
G9N,2026,2235.0,19
G9P,2019,1110.0,21
G9P,2020,545.0,10
G9P,2021,1025.0,12
G9P,2022,1930.0,17
G9P,2023,1040.0,16
G9P,2024,1495.0,22
G9P,2025,1149.0,16
G9P,2026,815.0,9
G9R,2020,200.0,1
G9R,2021,50.0,1
G9R,2022,350.0,4
G9R,2023,300.0,3
G9R,2024,50.0,1
G9R,2025,65.0,3
G9R,2026,100.0,1
G9T,2019,865.0,15
G9T,2020,2140.0,27
G9T,2021,1440.0,23
G9T,2022,2720.0,25
G9T,2023,1255.0,21
G9T,2024,1873.0,29
G9T,2025,1465.0,21
G9T,2026,845.0,10
G9X,2019,700.0,10
G9X,2020,520.0,9
G9X,2021,525.0,7
G9X,2022,1405.0,13
G9X,2023,750.0,11
G9X,2024,840.0,13
G9X,2025,250.0,5
G9X,2026,440.0,6
H1A,2019,2200.0,38
H1A,2020,2155.0,49
H1A,2021,1540.0,27
H1A,2022,6125.0,64
H1A,2023,3740.0,55
H1A,2024,4192.0,67
H1A,2025,4501.0,65
H1A,2026,2285.0,23
H1B,2019,1805.0,25
H1B,2020,2585.0,36
H1B,2021,1615.0,18
H1B,2022,4763.3,41
H1B,2023,2614.96,35
H1B,2024,3409.93,49
H1B,2025,3489.92,44
H1B,2026,3303.31,24
H1C,2019,325.0,6
H1C,2020,310.0,6
H1C,2021,180.0,4
H1C,2022,1400.0,14
H1C,2023,575.0,7
H1C,2024,575.0,8
H1C,2025,460.0,5
H1C,2026,250.0,2
H1E,2019,1100.0,18
H1E,2020,1605.0,22
H1E,2021,1190.0,13
H1E,2022,2960.0,21
H1E,2023,1790.0,22
H1E,2024,1745.0,22
H1E,2025,1350.0,15
H1E,2026,1315.0,10
H1G,2019,1350.0,26
H1G,2020,1885.0,38
H1G,2021,1465.0,28
H1G,2022,3295.0,40
H1G,2023,1800.0,32
H1G,2024,1460.0,26
H1G,2025,1725.0,25
H1G,2026,550.0,8
H1H,2019,955.0,15
H1H,2020,2910.0,35
H1H,2021,1380.0,21
H1H,2022,5085.0,44
H1H,2023,2819.98,43
H1H,2024,2944.96,35
H1H,2025,3034.96,40
H1H,2026,983.32,9
H1J,2019,825.0,12
H1J,2020,1000.0,7
H1J,2021,605.0,8
H1J,2022,1290.0,11
H1J,2023,560.0,8
H1J,2024,1115.0,13
H1J,2025,655.0,10
H1J,2026,375.0,3
H1K,2019,1620.0,34
H1K,2020,2523.65,38
H1K,2021,1980.0,31
H1K,2022,7065.0,65
H1K,2023,4020.0,50
H1K,2024,4678.97,63
H1K,2025,4951.92,64
H1K,2026,2291.64,27
H1L,2019,1901.01,33
H1L,2020,3293.12,56
H1L,2021,2690.0,37
H1L,2022,9285.0,84
H1L,2023,6415.0,83
H1L,2024,7715.0,103
H1L,2025,6970.0,94
H1L,2026,5025.0,36
H1M,2019,2010.0,32
H1M,2020,3075.0,37
H1M,2021,2520.0,29
H1M,2022,9980.0,81
H1M,2023,4410.0,57
H1M,2024,5885.0,76
H1M,2025,5210.0,69
H1M,2026,5020.0,39
H1N,2019,1752.0,27
H1N,2020,3780.0,48
H1N,2021,2604.0,32
H1N,2022,7822.0,59
H1N,2023,4610.0,57
H1N,2024,6155.0,74
H1N,2025,5560.0,73
H1N,2026,3605.0,28
H1P,2019,100.0,1
H1P,2020,167.5,4
H1P,2021,100.0,1
H1P,2022,695.0,5
H1P,2023,600.0,6
H1P,2024,550.0,7
H1P,2025,680.0,9
H1P,2026,900.0,5
H1R,2019,980.0,11
H1R,2020,670.0,9
H1R,2021,500.0,5
H1R,2022,1735.0,13
H1R,2023,460.0,6
H1R,2024,680.0,9
H1R,2025,500.0,5
H1R,2026,300.0,2
H1S,2019,700.0,10
H1S,2020,645.0,8
H1S,2021,450.0,5
H1S,2022,1120.0,12
H1S,2023,440.0,7
H1S,2024,1350.0,17
H1S,2025,550.0,8
H1S,2026,170.0,4
H1T,2019,3585.0,50
H1T,2020,5715.0,65
H1T,2021,3580.0,46
H1T,2022,11230.0,84
H1T,2023,4045.0,50
H1T,2024,5290.0,65
H1T,2025,6240.0,77
H1T,2026,1563.33,15
H1V,2019,1345.0,22
H1V,2020,3035.0,43
H1V,2021,1300.0,18
H1V,2022,6650.0,57
H1V,2023,3485.0,50
H1V,2024,3920.0,48
H1V,2025,3990.0,55
H1V,2026,2100.0,21
H1W,2019,1380.0,22
H1W,2020,2965.0,35
H1W,2021,1570.0,23
H1W,2022,6010.0,51
H1W,2023,3670.0,48
H1W,2024,4071.0,51
H1W,2025,4362.0,56
H1W,2026,3235.0,26
H1X,2019,2359.0,35
H1X,2020,5595.0,61
H1X,2021,2310.0,29
H1X,2022,8300.0,77
H1X,2023,3747.0,50
H1X,2024,3730.0,44
H1X,2025,3445.0,45
H1X,2026,1800.0,16
H1Y,2019,3859.96,55
H1Y,2020,7479.96,88
H1Y,2021,3177.96,43
H1Y,2022,10709.96,92
H1Y,2023,5189.96,72
H1Y,2024,6220.96,78
H1Y,2025,5854.96,70
H1Y,2026,3969.99,33
H1Z,2019,425.0,6
H1Z,2020,615.0,8
H1Z,2021,630.0,8
H1Z,2022,1050.0,7
H1Z,2023,675.0,7
H1Z,2024,820.0,9
H1Z,2025,550.0,6
H1Z,2026,300.0,3
H2A,2019,660.0,8
H2A,2020,595.0,13
H2A,2021,610.0,7
H2A,2022,2675.0,19
H2A,2023,1180.0,15
H2A,2024,1140.0,13
H2A,2025,720.0,8
H2A,2026,100.0,1
H2B,2019,775.0,13
H2B,2020,5335.0,37
H2B,2021,1820.0,23
H2B,2022,4380.0,38
H2B,2023,2390.0,34
H2B,2024,2255.0,29
H2B,2025,2537.0,34
H2B,2026,650.0,7
H2C,2019,2080.0,32
H2C,2020,5015.0,61
H2C,2021,2470.0,35
H2C,2022,9265.0,77
H2C,2023,4435.0,59
H2C,2024,5640.0,68
H2C,2025,4945.0,65
H2C,2026,2430.0,23
H2E,2019,600.0,8
H2E,2020,1350.0,21
H2E,2021,1075.0,16
H2E,2022,3700.0,37
H2E,2023,1580.0,20
H2E,2024,1800.0,24
H2E,2025,1710.0,22
H2E,2026,875.0,6
H2G,2019,1245.0,22
H2G,2020,3960.0,42
H2G,2021,1065.0,13
H2G,2022,4361.0,39
H2G,2023,2520.0,33
H2G,2024,2860.0,34
H2G,2025,3165.0,40
H2G,2026,2000.0,12
H2H,2019,1310.0,23
H2H,2020,2565.0,30
H2H,2021,1550.0,19
H2H,2022,4425.0,34
H2H,2023,2555.0,32
H2H,2024,2355.0,30
H2H,2025,2790.0,33
H2H,2026,1325.0,10
H2J,2019,2870.0,42
H2J,2020,6573.0,64
H2J,2021,3265.0,40
H2J,2022,11550.0,88
H2J,2023,6055.0,73
H2J,2024,7015.26,88
H2J,2025,6100.0,76
H2J,2026,2245.0,17
H2K,2019,1470.0,22
H2K,2020,3035.0,39
H2K,2021,2225.0,32
H2K,2022,7729.98,64
H2K,2023,3089.94,43
H2K,2024,3852.0,56
H2K,2025,3555.0,52
H2K,2026,1435.0,11
H2L,2019,3715.0,53
H2L,2020,5005.0,60
H2L,2021,2735.0,35
H2L,2022,13065.0,97
H2L,2023,6220.0,72
H2L,2024,7705.0,91
H2L,2025,6475.0,83
H2L,2026,3250.0,26
H2M,2019,1910.0,26
H2M,2020,5165.0,53
H2M,2021,2485.0,33
H2M,2022,9380.0,76
H2M,2023,5922.0,75
H2M,2024,5810.0,71
H2M,2025,5010.0,59
H2M,2026,3000.0,23
H2N,2019,100.0,1
H2N,2020,150.0,2
H2N,2021,200.0,2
H2N,2022,750.0,6
H2N,2023,325.0,4
H2N,2024,350.0,4
H2N,2025,290.0,5
H2N,2026,150.0,2
H2P,2019,670.0,10
H2P,2020,4095.0,25
H2P,2021,725.0,9
H2P,2022,2605.0,20
H2P,2023,970.0,13
H2P,2024,995.0,14
H2P,2025,1225.0,16
H2P,2026,520.0,5
H2R,2019,800.0,12
H2R,2020,3775.0,33
H2R,2021,1785.0,21
H2R,2022,7560.0,54
H2R,2023,2915.0,34
H2R,2024,3125.0,34
H2R,2025,2430.0,29
H2R,2026,1270.0,9
H2S,2019,1550.0,24
H2S,2020,4515.0,41
H2S,2021,2039.99,25
H2S,2022,6470.0,49
H2S,2023,2650.0,33
H2S,2024,2725.0,34
H2S,2025,3130.0,38
H2S,2026,2010.0,15
H2T,2019,1440.0,23
H2T,2020,2315.0,27
H2T,2021,1260.0,19
H2T,2022,5405.4,43
H2T,2023,1970.0,26
H2T,2024,3810.0,47
H2T,2025,2725.0,33
H2T,2026,1145.0,10
H2V,2019,2610.0,33
H2V,2020,7288.0,66
H2V,2021,2930.0,37
H2V,2022,12450.0,93
H2V,2023,6145.0,72
H2V,2024,6615.0,78
H2V,2025,5280.0,67
H2V,2026,2775.0,29
H2W,2019,490.0,9
H2W,2020,730.0,9
H2W,2021,480.0,7
H2W,2022,1795.0,14
H2W,2023,760.0,10
H2W,2024,1145.0,15
H2W,2025,675.0,8
H2W,2026,400.0,3
H2X,2019,800.0,13
H2X,2020,5550.0,37
H2X,2021,1805.0,20
H2X,2022,6330.0,45
H2X,2023,2771.0,37
H2X,2024,3040.0,38
H2X,2025,3479.97,40
H2X,2026,1848.32,13
H2Y,2019,575.0,6
H2Y,2020,1765.0,18
H2Y,2021,510.0,6
H2Y,2022,1430.0,11
H2Y,2023,935.0,11
H2Y,2024,1435.0,17
H2Y,2025,1440.0,16
H2Y,2026,1165.0,7
H2Z,2019,175.0,3
H2Z,2020,1075.0,6
H2Z,2021,350.0,4
H2Z,2022,645.0,5
H2Z,2023,150.0,2
H2Z,2024,200.0,2
H2Z,2025,125.0,2
H2Z,2026,25.0,1
H3A,2022,400.0,2
H3A,2023,100.0,1
H3A,2024,25.0,1
H3A,2025,100.0,1
H3B,2022,100.0,1
H3B,2023,100.0,1
H3B,2024,100.0,1
H3B,2025,200.0,2
H3B,2026,200.0,2
H3C,2019,625.0,8
H3C,2020,2040.0,15
H3C,2021,815.0,12
H3C,2022,3480.0,24
H3C,2023,1005.0,11
H3C,2024,1575.0,20
H3C,2025,1625.0,18
H3C,2026,1750.0,13
H3E,2019,1515.0,20
H3E,2020,2097.0,22
H3E,2021,1715.0,20
H3E,2022,8545.0,64
H3E,2023,3785.0,41
H3E,2024,4650.0,50
H3E,2025,3805.0,40
H3E,2026,1375.0,10
H3G,2019,50.0,1
H3G,2020,100.0,2
H3G,2021,250.0,3
H3G,2022,400.0,2
H3G,2023,431.0,6
H3G,2024,700.0,7
H3G,2025,500.0,5
H3G,2026,500.0,3
H3H,2019,300.0,3
H3H,2020,500.0,6
H3H,2021,325.0,5
H3H,2022,1015.0,7
H3H,2023,460.0,6
H3H,2024,837.0,10
H3H,2025,815.0,9
H3H,2026,447.0,5
H3J,2019,50.0,1
H3J,2020,340.0,5
H3J,2021,380.0,5
H3J,2022,1235.0,10
H3J,2023,600.0,5
H3J,2024,800.0,8
H3J,2025,600.0,6
H3J,2026,200.0,1
H3K,2019,250.0,3
H3K,2020,875.0,13
H3K,2021,650.0,7
H3K,2022,1910.0,14
H3K,2023,670.0,6
H3K,2024,660.0,9
H3K,2025,575.0,7
H3K,2026,620.0,6
H3L,2019,1845.0,30
H3L,2020,5750.0,52
H3L,2021,3040.0,38
H3L,2022,10930.0,84
H3L,2023,5605.0,76
H3L,2024,7450.0,91
H3L,2025,6299.0,80
H3L,2026,6133.33,50
H3M,2019,695.0,11
H3M,2020,1380.0,16
H3M,2021,880.0,12
H3M,2022,2810.0,18
H3M,2023,1785.0,21
H3M,2024,1715.0,20
H3M,2025,1515.0,19
H3M,2026,1690.0,16
H3N,2019,150.0,2
H3N,2020,340.0,8
H3N,2021,565.0,9
H3N,2022,990.0,8
H3N,2023,475.0,5
H3N,2024,400.0,4
H3N,2025,325.0,4
H3N,2026,350.0,3
H3P,2019,325.0,4
H3P,2020,1720.0,12
H3P,2021,600.0,6
H3P,2022,3065.0,20
H3P,2023,1220.0,16
H3P,2024,970.0,12
H3P,2025,740.0,9
H3P,2026,100.0,1
H3R,2019,225.0,3
H3R,2020,330.0,4
H3R,2021,315.0,4
H3R,2022,890.0,6
H3R,2023,300.0,3
H3R,2024,600.0,6
H3R,2025,200.0,2
H3S,2019,750.0,10
H3S,2020,1255.0,13
H3S,2021,630.0,7
H3S,2022,1735.0,15
H3S,2023,1435.0,19
H3S,2024,1525.0,18
H3S,2025,1370.0,15
H3S,2026,660.0,8
H3T,2019,915.0,13
H3T,2020,1920.0,15
H3T,2021,800.0,10
H3T,2022,3365.0,25
H3T,2023,1765.0,22
H3T,2024,1925.0,23
H3T,2025,1665.0,21
H3T,2026,825.0,8
H3V,2019,300.0,3
H3V,2020,1115.0,12
H3V,2021,400.0,4
H3V,2022,2100.0,13
H3V,2023,885.0,11
H3V,2024,770.0,11
H3V,2025,635.0,8
H3V,2026,650.0,6
H3W,2019,1145.0,12
H3W,2020,1360.0,16
H3W,2021,850.0,10
H3W,2022,1445.0,11
H3W,2023,530.0,7
H3W,2024,470.0,6
H3W,2025,675.0,9
H3W,2026,25.0,1
H3X,2019,165.0,3
H3X,2020,1100.0,7
H3X,2021,170.0,3
H3X,2022,925.0,9
H3X,2023,500.0,6
H3X,2024,545.0,7
H3X,2025,395.0,5
H3X,2026,25.0,1
H3Y,2020,75.0,2
H3Y,2021,300.0,3
H3Y,2022,220.0,2
H3Y,2023,20.0,1
H3Y,2024,200.0,2
H3Y,2025,100.0,1
H3Y,2026,300.0,2
H3Z,2020,50.0,1
H3Z,2021,125.0,2
H3Z,2022,225.0,2
H3Z,2023,50.0,1
H3Z,2024,185.0,4
H3Z,2025,150.0,2
H4A,2019,2510.0,28
H4A,2020,5820.0,44
H4A,2021,2240.0,25
H4A,2022,6750.0,40
H4A,2023,3210.0,35
H4A,2024,4290.0,47
H4A,2025,4000.0,42
H4A,2026,2025.0,13
H4B,2019,430.0,6
H4B,2020,930.0,9
H4B,2021,350.0,4
H4B,2022,705.0,6
H4B,2023,540.0,6
H4B,2024,360.0,4
H4B,2025,475.0,5
H4B,2026,225.0,2
H4C,2019,320.0,5
H4C,2020,1667.0,13
H4C,2021,630.0,9
H4C,2022,1475.0,12
H4C,2023,695.0,9
H4C,2024,545.0,7
H4C,2025,425.0,5
H4C,2026,500.0,3
H4E,2019,965.0,15
H4E,2020,2455.0,20
H4E,2021,1325.0,14
H4E,2022,4860.0,41
H4E,2023,3300.0,24
H4E,2024,1965.0,26
H4E,2025,1990.0,27
H4E,2026,1930.0,14
H4G,2019,1355.0,22
H4G,2020,4230.0,40
H4G,2021,1505.0,17
H4G,2022,4560.0,39
H4G,2023,2050.0,28
H4G,2024,1755.0,23
H4G,2025,2220.0,25
H4G,2026,1420.0,14
H4H,2019,580.0,9
H4H,2020,1890.0,21
H4H,2021,680.0,11
H4H,2022,2940.0,25
H4H,2023,925.0,11
H4H,2024,1215.0,16
H4H,2025,1030.0,12
H4H,2026,250.0,2
H4J,2019,510.0,8
H4J,2020,825.0,5
H4J,2021,630.0,7
H4J,2022,1730.0,13
H4J,2023,675.0,8
H4J,2024,1180.0,14
H4J,2025,1025.0,12
H4J,2026,701.0,6
H4K,2019,580.0,7
H4K,2020,1112.0,13
H4K,2021,840.0,10
H4K,2022,2295.0,17
H4K,2023,830.0,9
H4K,2024,885.0,12
H4K,2025,1030.0,11
H4K,2026,550.0,5
H4L,2019,710.0,12
H4L,2020,1390.0,22
H4L,2021,655.0,9
H4L,2022,2960.0,30
H4L,2023,1230.0,19
H4L,2024,1440.0,20
H4L,2025,755.0,11
H4L,2026,650.0,7
H4M,2019,100.0,3
H4M,2020,495.0,7
H4M,2021,125.0,2
H4M,2022,450.0,3
H4M,2023,305.0,4
H4M,2024,350.0,4
H4M,2025,300.0,3
H4N,2019,80.0,2
H4N,2020,90.0,2
H4N,2021,225.0,3
H4N,2022,655.0,5
H4N,2023,375.0,5
H4N,2024,310.0,6
H4N,2025,165.0,4
H4N,2026,100.0,1
H4P,2019,50.0,1
H4P,2020,325.0,3
H4P,2021,100.0,1
H4P,2022,355.0,3
H4P,2023,100.0,1
H4P,2024,170.0,3
H4P,2025,75.0,2
H4P,2026,20.0,1
H4R,2019,500.0,5
H4R,2020,770.0,7
H4R,2021,450.0,5
H4R,2022,1050.0,7
H4R,2023,465.0,6
H4R,2024,640.0,7
H4R,2025,700.0,7
H4R,2026,700.0,5
H4V,2020,620.0,3
H4V,2022,50.0,1
H4V,2024,150.0,2
H4V,2025,50.0,1
H4W,2020,50.0,2
H4W,2021,50.0,1
H4W,2023,75.0,1
H4W,2024,100.0,1
H4W,2025,200.0,2
H4X,2020,25.0,1
H4X,2022,65.0,2
H4X,2024,50.0,2
H4X,2025,25.0,1
H7A,2019,495.0,10
H7A,2020,700.0,14
H7A,2021,840.0,17
H7A,2022,1560.0,15
H7A,2023,990.0,21
H7A,2024,1340.0,22
H7A,2025,1280.0,19
H7A,2026,1065.0,12
H7B,2019,510.0,9
H7B,2020,725.0,15
H7B,2021,640.0,9
H7B,2022,745.0,6
H7B,2023,265.0,5
H7B,2024,355.0,8
H7B,2025,480.0,6
H7B,2026,200.0,1
H7C,2019,625.0,13
H7C,2020,545.0,11
H7C,2021,895.0,19
H7C,2022,1915.0,20
H7C,2023,1045.0,18
H7C,2024,1575.0,21
H7C,2025,1240.0,18
H7C,2026,615.0,7
H7E,2019,2170.0,29
H7E,2020,1870.0,28
H7E,2021,2135.0,29
H7E,2022,4640.0,41
H7E,2023,2540.0,36
H7E,2024,3755.0,53
H7E,2025,3115.0,39
H7E,2026,1780.0,20
H7G,2019,1510.0,25
H7G,2020,2110.0,33
H7G,2021,1410.0,22
H7G,2022,4189.0,41
H7G,2023,2135.0,26
H7G,2024,2900.0,39
H7G,2025,3205.0,41
H7G,2026,1265.0,12
H7H,2019,235.0,7
H7H,2020,300.0,5
H7H,2021,275.0,4
H7H,2022,1670.0,16
H7H,2023,830.0,15
H7H,2024,1065.0,13
H7H,2025,1320.0,15
H7H,2026,300.0,2
H7J,2019,180.0,4
H7J,2020,435.0,6
H7J,2021,200.0,2
H7J,2022,610.0,5
H7J,2023,400.0,4
H7J,2024,300.0,4
H7J,2025,320.0,4
H7J,2026,750.0,5
H7K,2019,980.0,16
H7K,2020,705.0,14
H7K,2021,480.0,7
H7K,2022,2070.0,19
H7K,2023,815.0,14
H7K,2024,1920.0,24
H7K,2025,1600.0,22
H7K,2026,870.0,6
H7L,2019,2110.0,33
H7L,2020,3465.0,74
H7L,2021,2945.0,56
H7L,2022,7460.0,80
H7L,2023,4715.0,74
H7L,2024,5495.0,79
H7L,2025,6725.0,101
H7L,2026,3120.0,28
H7M,2019,1360.0,27
H7M,2020,925.0,18
H7M,2021,1240.0,18
H7M,2022,4140.0,37
H7M,2023,1910.0,28
H7M,2024,2365.0,32
H7M,2025,2090.0,33
H7M,2026,1395.0,12
H7N,2019,1580.0,31
H7N,2020,1534.0,34
H7N,2021,1475.0,26
H7N,2022,6185.0,58
H7N,2023,2995.0,39
H7N,2024,4900.0,67
H7N,2025,4910.0,70
H7N,2026,2543.66,21
H7P,2019,2090.0,42
H7P,2020,4095.0,79
H7P,2021,3805.0,72
H7P,2022,6080.0,80
H7P,2023,4160.0,71
H7P,2024,4210.0,73
H7P,2025,4265.0,79
H7P,2026,1703.0,16
H7R,2019,705.0,14
H7R,2020,2235.0,27
H7R,2021,805.0,19
H7R,2022,3520.0,46
H7R,2023,1855.0,36
H7R,2024,1972.0,31
H7R,2025,1635.0,30
H7R,2026,1060.0,11
H7S,2019,300.0,4
H7S,2021,225.0,3
H7S,2022,520.0,5
H7S,2023,360.0,6
H7S,2024,640.0,8
H7S,2025,500.0,7
H7T,2019,600.0,7
H7T,2020,770.0,9
H7T,2021,1200.0,18
H7T,2022,2970.0,27
H7T,2023,1315.0,20
H7T,2024,1700.0,24
H7T,2025,1255.0,20
H7T,2026,790.0,8
H7V,2019,945.0,15
H7V,2020,2015.0,23
H7V,2021,930.0,14
H7V,2022,3235.0,29
H7V,2023,1665.0,25
H7V,2024,1925.0,28
H7V,2025,1535.0,21
H7V,2026,974.0,9
H7W,2019,745.0,10
H7W,2020,2890.0,20
H7W,2021,1115.0,14
H7W,2022,2690.0,22
H7W,2023,1710.0,22
H7W,2024,1825.0,23
H7W,2025,2140.0,26
H7W,2026,2025.0,15
H7X,2019,890.0,18
H7X,2020,2180.0,33
H7X,2021,2010.0,31
H7X,2022,4660.0,45
H7X,2023,2240.0,32
H7X,2024,1900.0,25
H7X,2025,2205.0,30
H7X,2026,1800.0,12
H7Y,2019,208.0,7
H7Y,2020,310.0,5
H7Y,2021,285.0,5
H7Y,2022,890.0,8
H7Y,2023,455.0,6
H7Y,2024,555.0,8
H7Y,2025,525.0,7
H7Y,2026,200.0,1
H8N,2019,480.0,10
H8N,2020,670.0,12
H8N,2021,740.0,13
H8N,2022,1090.0,15
H8N,2023,730.0,12
H8N,2024,600.0,13
H8N,2025,810.0,14
H8N,2026,425.0,5
H8P,2019,930.0,13
H8P,2020,1080.0,17
H8P,2021,880.0,12
H8P,2022,2970.0,22
H8P,2023,1935.0,20
H8P,2024,1645.0,20
H8P,2025,1325.0,15
H8P,2026,1410.0,11
H8R,2019,125.0,4
H8R,2020,660.0,7
H8R,2021,110.0,3
H8R,2022,470.0,8
H8R,2023,135.0,3
H8R,2024,280.0,5
H8R,2025,195.0,3
H8R,2026,200.0,1
H8S,2019,565.0,9
H8S,2020,980.0,18
H8S,2021,465.0,6
H8S,2022,2450.0,22
H8S,2023,892.0,14
H8S,2024,950.0,14
H8S,2025,671.0,10
H8S,2026,115.0,4
H8T,2019,355.0,5
H8T,2020,405.0,7
H8T,2021,275.0,5
H8T,2022,1130.0,10
H8T,2023,600.0,7
H8T,2024,800.0,10
H8T,2025,925.0,11
H8T,2026,200.0,2
H8Y,2019,150.0,2
H8Y,2020,500.0,6
H8Y,2021,580.0,6
H8Y,2022,1050.0,6
H8Y,2023,600.0,6
H8Y,2024,525.0,6
H8Y,2025,450.0,5
H8Y,2026,200.0,1
H8Z,2019,185.0,4
H8Z,2020,35.0,2
H8Z,2021,120.0,2
H8Z,2022,390.0,5
H8Z,2023,145.0,3
H8Z,2024,245.0,4
H8Z,2025,225.0,3
H9A,2019,100.0,1
H9A,2020,100.0,3
H9A,2021,130.0,2
H9A,2022,290.0,2
H9A,2023,100.0,1
H9A,2024,100.0,1
H9A,2025,100.0,1
H9A,2026,200.0,1
H9B,2019,200.0,2
H9B,2020,250.0,3
H9B,2021,100.0,1
H9B,2022,260.0,2
H9B,2023,100.0,1
H9B,2024,200.0,2
H9B,2025,100.0,1
H9B,2026,50.0,1
H9C,2019,150.0,2
H9C,2020,175.0,3
H9C,2021,310.0,4
H9C,2022,865.0,8
H9C,2023,865.0,11
H9C,2024,1050.0,13
H9C,2025,850.0,9
H9C,2026,790.0,6
H9E,2019,50.0,1
H9E,2020,370.0,5
H9E,2021,225.0,3
H9E,2022,1125.0,7
H9E,2023,420.0,6
H9E,2024,490.0,8
H9E,2025,475.0,7
H9E,2026,250.0,2
H9G,2019,250.0,4
H9G,2020,100.0,1
H9G,2021,280.0,4
H9G,2022,400.0,4
H9G,2023,200.0,2
H9G,2024,250.0,4
H9G,2025,100.0,1
H9H,2019,225.0,3
H9H,2020,725.0,4
H9H,2021,200.0,2
H9H,2022,745.0,6
H9H,2023,250.0,3
H9H,2024,100.0,1
H9H,2025,100.0,1
H9H,2026,275.0,2
H9J,2019,100.0,1
H9J,2020,170.0,3
H9J,2021,110.0,2
H9J,2022,550.0,4
H9J,2023,75.0,2
H9J,2024,130.0,2
H9J,2025,380.0,4
H9K,2019,30.0,1
H9K,2020,15.0,2
H9K,2021,100.0,1
H9K,2022,300.0,3
H9K,2023,245.0,3
H9K,2024,300.0,4
H9K,2025,250.0,3
H9K,2026,100.0,1
H9P,2024,100.0,1
H9R,2019,100.0,1
H9R,2020,875.0,9
H9R,2021,100.0,1
H9R,2022,525.0,5
H9R,2023,250.0,3
H9R,2024,250.0,3
H9R,2025,275.0,3
H9R,2026,200.0,2
H9S,2019,300.0,3
H9S,2020,365.0,4
H9S,2021,265.0,4
H9S,2022,435.0,4
H9S,2023,455.0,7
H9S,2024,375.0,5
H9S,2025,400.0,5
H9S,2026,550.0,4
H9W,2019,275.0,3
H9W,2020,400.0,3
H9W,2021,500.0,5
H9W,2022,1290.0,10
H9W,2023,1000.0,11
H9W,2024,1030.0,11
H9W,2025,900.0,9
H9W,2026,500.0,3
H9X,2019,25.0,1
H9X,2020,100.0,1
H9X,2022,200.0,2
H9X,2023,100.0,1
H9X,2024,100.0,1
H9X,2025,25.0,1
H9X,2026,400.0,2
J0A,2019,370.0,8
J0A,2020,1510.0,22
J0A,2021,600.0,11
J0A,2022,2180.0,20
J0A,2023,1315.0,20
J0A,2024,2160.0,31
J0A,2025,2050.0,26
J0A,2026,725.0,9
J0B,2019,2420.0,38
J0B,2020,5030.0,57
J0B,2021,2550.0,37
J0B,2022,11045.99,98
J0B,2023,6554.96,88
J0B,2024,6689.96,87
J0B,2025,7719.96,101
J0B,2026,3978.32,40
J0C,2019,965.0,15
J0C,2020,1675.0,29
J0C,2021,1135.0,15
J0C,2022,3395.0,31
J0C,2023,2112.0,26
J0C,2024,2825.0,34
J0C,2025,2790.0,33
J0C,2026,1025.0,8
J0E,2019,2150.0,31
J0E,2020,2370.0,28
J0E,2021,2659.0,34
J0E,2022,9250.0,84
J0E,2023,4497.0,58
J0E,2024,6047.0,78
J0E,2025,5865.0,71
J0E,2026,1870.0,19
J0G,2019,575.0,9
J0G,2020,692.0,9
J0G,2021,785.0,14
J0G,2022,1680.0,18
J0G,2023,1470.0,21
J0G,2024,1675.0,23
J0G,2025,1825.0,23
J0G,2026,1200.0,9
J0H,2019,2355.0,38
J0H,2020,2410.0,35
J0H,2021,3715.0,61
J0H,2022,9357.0,86
J0H,2023,5055.0,71
J0H,2024,5530.0,83
J0H,2025,5290.0,84
J0H,2026,2845.0,28
J0J,2019,725.0,15
J0J,2020,1650.85,24
J0J,2021,810.0,12
J0J,2022,4950.0,38
J0J,2023,1680.0,26
J0J,2024,2690.0,38
J0J,2025,2405.0,33
J0J,2026,875.0,13
J0K,2019,9017.0,147
J0K,2020,12981.0,199
J0K,2021,9655.0,141
J0K,2022,28774.5,262
J0K,2023,16125.0,209
J0K,2024,18785.0,248
J0K,2025,19412.0,252
J0K,2026,9790.0,92
J0L,2019,2147.6,43
J0L,2020,3239.6,62
J0L,2021,2724.6,50
J0L,2022,8454.6,89
J0L,2023,4627.6,76
J0L,2024,4586.6,80
J0L,2025,4944.6,80
J0L,2026,2728.2,32
J0M,2020,75.0,1
J0M,2022,100.0,1
J0N,2019,1685.0,37
J0N,2020,2245.0,42
J0N,2021,570.0,9
J0N,2022,3220.0,25
J0N,2023,985.0,15
J0N,2024,1326.0,20
J0N,2025,1290.0,21
J0N,2026,975.0,7
J0P,2019,570.0,11
J0P,2020,3030.0,26
J0P,2021,1095.0,14
J0P,2022,5095.0,38
J0P,2023,2155.0,33
J0P,2024,2395.0,36
J0P,2025,3225.0,42
